Timestamp,Date,Intel_Type,Source_ID,District,Location,Content,Reliability,Urgency,Signal_Intensity,Label,Is_Attack_Day
2023-01-01 13:44:00,2023-01-01,SIGINT,ELT-WES-392,West Singhbhum,Tonto,No significant signal activity in Chaibasa sector,0.33,LOW,0.15,NOISE,False
2023-01-01 16:05:00,2023-01-01,PATROL,ROP-WES-158,West Singhbhum,Goilkera,Routine patrol in Saranda - no incidents,0.23,LOW,0.15,NOISE,False
2023-01-01 06:42:00,2023-01-01,HUMINT,INF-WES-367,West Singhbhum,Saranda,Reliable source warns of planned attack on convoy in Jareikela,0.82,LOW,0.15,TRUE_SIGNAL,False
2023-01-01 17:13:00,2023-01-01,HUMINT,HUM-WES-175,West Singhbhum,Tonto,Informant mentions routine activity in Jareikela area,0.43,LOW,0.15,NOISE,False
2023-01-01 17:19:00,2023-01-01,HUMINT,HUM-WES-783,West Singhbhum,Chaibasa,Source claims attack planned for Narayanpur (redirect attempt),0.73,LOW,0.15,DECEPTION,False
2023-01-01 15:16:00,2023-01-01,OSINT,MED-WES-617,West Singhbhum,Chaibasa,General news about development activities in Chaibasa,0.56,MEDIUM,0.15,NOISE,False
2023-01-01 00:07:00,2023-01-01,HUMINT,AST-WES-674,West Singhbhum,Chaibasa,Informant mentions routine activity in Chaibasa area,0.28,LOW,0.15,NOISE,False
2023-01-01 06:43:00,2023-01-01,OSINT,OSI-WES-466,West Singhbhum,Goilkera,General news about development activities in Tonto,0.26,MEDIUM,0.15,NOISE,False
2023-01-01 13:51:00,2023-01-01,PATROL,QRT-WES-901,West Singhbhum,Goilkera,Road opening party cleared Jareikela route - normal,0.64,HIGH,0.15,NOISE,False
2023-01-01 07:14:00,2023-01-01,HUMINT,INF-WES-940,West Singhbhum,Chaibasa,Unconfirmed report of strangers seen near Jareikela,0.61,LOW,0.15,NOISE,False
2023-01-01 18:16:00,2023-01-01,PATROL,QRT-WES-282,West Singhbhum,Chaibasa,Area domination in Chaibasa sector completed without incident,0.67,MEDIUM,0.15,NOISE,False
2023-01-01 13:04:00,2023-01-01,HUMINT,SRC-WES-472,West Singhbhum,Saranda,Informant mentions routine activity in Jareikela area,0.22,LOW,0.15,NOISE,False
2023-01-01 13:42:00,2023-01-01,PATROL,ROP-WES-296,West Singhbhum,Jareikela,Routine patrol in Saranda - no incidents,0.4,MEDIUM,0.15,NOISE,False
2023-01-01 14:28:00,2023-01-01,PATROL,QRT-WES-576,West Singhbhum,Goilkera,Road opening party cleared Tonto route - normal,0.34,LOW,0.15,NOISE,False
2023-01-01 06:09:00,2023-01-01,SIGINT,COM-WES-330,West Singhbhum,Chaibasa,Standard civilian traffic patterns in Goilkera,0.61,LOW,0.15,NOISE,False
2023-01-01 03:49:00,2023-01-01,HUMINT,HUM-WES-868,West Singhbhum,Jareikela,Source claims attack planned for Dantewada (redirect attempt),0.6,MEDIUM,0.15,DECEPTION,False
2023-01-01 14:39:00,2023-01-01,HUMINT,INF-WES-873,West Singhbhum,Tonto,Asset unable to confirm any suspicious movement near Jareikela,0.43,LOW,0.15,NOISE,False
2023-01-01 07:17:00,2023-01-01,SIGINT,ELT-WES-741,West Singhbhum,Jareikela,No significant signal activity in Goilkera sector,0.62,MEDIUM,0.15,NOISE,False
2023-01-01 06:04:00,2023-01-01,HUMINT,SRC-WES-823,West Singhbhum,Jareikela,Informant mentions routine activity in Saranda area,0.28,MEDIUM,0.15,NOISE,False
2023-01-01 00:22:00,2023-01-01,SIGINT,ELT-WES-588,West Singhbhum,Saranda,No significant signal activity in Chaibasa sector,0.63,LOW,0.15,NOISE,False
2023-01-01 21:51:00,2023-01-01,PATROL,QRT-WES-784,West Singhbhum,Jareikela,Area domination in Tonto sector completed without incident,0.42,HIGH,0.15,NOISE,False
2023-01-01 01:16:00,2023-01-01,PATROL,DOM-WES-286,West Singhbhum,Jareikela,Routine patrol in Tonto - no incidents,0.52,MEDIUM,0.15,NOISE,False
2023-01-02 07:41:00,2023-01-02,HUMINT,HUM-WES-458,West Singhbhum,Chaibasa,Informant mentions routine activity in Jareikela area,0.62,LOW,0.15,NOISE,False
2023-01-02 22:16:00,2023-01-02,PATROL,ROP-WES-576,West Singhbhum,Saranda,Routine patrol in Goilkera - no incidents,0.26,LOW,0.15,NOISE,False
2023-01-02 22:12:00,2023-01-02,HUMINT,AST-WES-506,West Singhbhum,Chaibasa,Unconfirmed report of strangers seen near Goilkera,0.49,LOW,0.15,NOISE,False
2023-01-02 16:41:00,2023-01-02,SIGINT,COM-WES-170,West Singhbhum,Saranda,Routine communication intercepted from Chaibasa area,0.37,LOW,0.15,NOISE,False
2023-01-02 17:49:00,2023-01-02,HUMINT,INF-WES-730,West Singhbhum,Jareikela,Source reports no unusual activity in Chaibasa,0.42,LOW,0.15,NOISE,False
2023-01-02 19:42:00,2023-01-02,SIGINT,ELT-WES-683,West Singhbhum,Jareikela,Standard civilian traffic patterns in Saranda,0.64,MEDIUM,0.15,NOISE,False
2023-01-02 00:33:00,2023-01-02,HUMINT,INF-WES-669,West Singhbhum,Goilkera,Informant mentions routine activity in Goilkera area,0.37,LOW,0.15,NOISE,False
2023-01-02 12:44:00,2023-01-02,HUMINT,INF-WES-326,West Singhbhum,Goilkera,Source reports no unusual activity in Tonto,0.42,HIGH,0.15,NOISE,False
2023-01-02 03:46:00,2023-01-02,HUMINT,INF-WES-336,West Singhbhum,Goilkera,Source reports no unusual activity in Tonto,0.55,MEDIUM,0.15,NOISE,False
2023-01-02 06:18:00,2023-01-02,HUMINT,INF-WES-202,West Singhbhum,Goilkera,Villager reports hearing sounds in forest near Goilkera,0.56,LOW,0.15,NOISE,False
2023-01-02 15:06:00,2023-01-02,SIGINT,INT-WES-753,West Singhbhum,Chaibasa,Standard civilian traffic patterns in Tonto,0.48,LOW,0.15,NOISE,False
2023-01-02 18:40:00,2023-01-02,SIGINT,ELT-WES-175,West Singhbhum,Chaibasa,No significant signal activity in Saranda sector,0.26,HIGH,0.15,NOISE,False
2023-01-02 18:27:00,2023-01-02,HUMINT,AST-WES-404,West Singhbhum,Saranda,Informant mentions routine activity in Chaibasa area,0.59,MEDIUM,0.15,NOISE,False
2023-01-02 13:28:00,2023-01-02,SIGINT,INT-WES-102,West Singhbhum,Tonto,Increased radio chatter detected in Goilkera sector,0.68,LOW,0.15,TRUE_SIGNAL,False
2023-01-02 03:34:00,2023-01-02,SIGINT,INT-WES-535,West Singhbhum,Goilkera,Intercepted message mentions security force patrol schedule,0.88,LOW,0.15,TRUE_SIGNAL,False
2023-01-02 12:17:00,2023-01-02,PATROL,QRT-WES-816,West Singhbhum,Tonto,Routine patrol in Chaibasa - no incidents,0.42,LOW,0.15,NOISE,False
2023-01-02 21:52:00,2023-01-02,SIGINT,SIG-WES-883,West Singhbhum,Saranda,Standard civilian traffic patterns in Chaibasa,0.21,MEDIUM,0.15,NOISE,False
2023-01-02 11:26:00,2023-01-02,SIGINT,SIG-WES-581,West Singhbhum,Saranda,Routine communication intercepted from Jareikela area,0.52,LOW,0.15,NOISE,False
2023-01-02 02:20:00,2023-01-02,HUMINT,HUM-WES-565,West Singhbhum,Saranda,Villager reports hearing sounds in forest near Saranda,0.53,LOW,0.15,NOISE,False
2023-01-02 14:48:00,2023-01-02,HUMINT,AST-WES-740,West Singhbhum,Chaibasa,Contact claims dismantled IED found in Bijapur (false),0.42,LOW,0.15,DECEPTION,False
2023-01-02 13:05:00,2023-01-02,HUMINT,HUM-WES-665,West Singhbhum,Goilkera,Informant mentions routine activity in Jareikela area,0.55,MEDIUM,0.15,NOISE,False
2023-01-02 14:35:00,2023-01-02,OSINT,NEW-WES-349,West Singhbhum,Goilkera,Social media discusses local politics in Chaibasa,0.41,LOW,0.15,NOISE,False
2023-01-02 23:19:00,2023-01-02,SIGINT,SIG-WES-389,West Singhbhum,Tonto,Standard civilian traffic patterns in Goilkera,0.67,LOW,0.15,NOISE,False
2023-01-02 07:36:00,2023-01-02,SIGINT,INT-WES-814,West Singhbhum,Jareikela,Routine communication intercepted from Jareikela area,0.43,MEDIUM,0.15,NOISE,False
2023-01-02 01:08:00,2023-01-02,HUMINT,SRC-WES-607,West Singhbhum,Tonto,Unconfirmed report of strangers seen near Saranda,0.69,LOW,0.15,NOISE,False
2023-01-02 15:50:00,2023-01-02,OSINT,SOC-WES-176,West Singhbhum,Saranda,General news about development activities in Jareikela,0.56,LOW,0.15,NOISE,False
2023-01-02 23:05:00,2023-01-02,HUMINT,INF-WES-332,West Singhbhum,Jareikela,Unconfirmed report of strangers seen near Saranda,0.51,MEDIUM,0.15,NOISE,False
2023-01-02 11:27:00,2023-01-02,OSINT,MED-WES-467,West Singhbhum,Goilkera,Routine weather updates for Chaibasa region,0.22,LOW,0.15,NOISE,False
2023-01-02 20:16:00,2023-01-02,HUMINT,SRC-WES-572,West Singhbhum,Jareikela,Villager reports hearing sounds in forest near Goilkera,0.45,LOW,0.15,NOISE,False
2023-01-02 08:29:00,2023-01-02,HUMINT,AST-WES-806,West Singhbhum,Saranda,Contact reports unusual night movements in Saranda village,0.95,MEDIUM,0.15,TRUE_SIGNAL,False
2023-01-02 00:36:00,2023-01-02,HUMINT,AST-WES-381,West Singhbhum,Chaibasa,Source reports no unusual activity in Chaibasa,0.7,MEDIUM,0.15,NOISE,False
2023-01-02 03:57:00,2023-01-02,OSINT,SOC-WES-743,West Singhbhum,Chaibasa,Social media discusses local politics in Goilkera,0.54,LOW,0.15,NOISE,False
2023-01-02 17:56:00,2023-01-02,HUMINT,SRC-WES-905,West Singhbhum,Saranda,Asset unable to confirm any suspicious movement near Saranda,0.57,MEDIUM,0.15,NOISE,False
2023-01-02 07:55:00,2023-01-02,SIGINT,SIG-WES-244,West Singhbhum,Jareikela,Routine communication intercepted from Saranda area,0.6,LOW,0.15,NOISE,False
2023-01-02 12:52:00,2023-01-02,OSINT,MED-WES-698,West Singhbhum,Saranda,Social media discusses local politics in Chaibasa,0.43,LOW,0.15,NOISE,False
2023-01-02 13:07:00,2023-01-02,HUMINT,INF-WES-764,West Singhbhum,Goilkera,Unconfirmed report of strangers seen near Tonto,0.52,LOW,0.15,NOISE,False
2023-01-02 23:46:00,2023-01-02,HUMINT,AST-WES-701,West Singhbhum,Goilkera,Contact reports unusual night movements in Chaibasa village,0.76,LOW,0.15,TRUE_SIGNAL,False
2023-01-02 11:06:00,2023-01-02,OSINT,SOC-WES-975,West Singhbhum,Saranda,Social media discusses local politics in Tonto,0.31,LOW,0.15,NOISE,False
2023-01-02 06:41:00,2023-01-02,SIGINT,SIG-WES-778,West Singhbhum,Tonto,Suspected false flag communication mentioning Dantewada,0.78,LOW,0.15,DECEPTION,False
2023-01-03 07:21:00,2023-01-03,OSINT,SOC-WES-932,West Singhbhum,Goilkera,Twitter mentions Maoist movement in Goilkera district,0.89,LOW,0.15,TRUE_SIGNAL,False
2023-01-03 11:50:00,2023-01-03,PATROL,ROP-WES-115,West Singhbhum,Goilkera,Area domination in Goilkera sector completed without incident,0.25,LOW,0.15,NOISE,False
2023-01-03 18:06:00,2023-01-03,SIGINT,COM-WES-625,West Singhbhum,Jareikela,Intercepted message mentions security force patrol schedule,0.86,LOW,0.15,TRUE_SIGNAL,False
2023-01-03 03:31:00,2023-01-03,SIGINT,ELT-WES-802,West Singhbhum,Jareikela,Routine communication intercepted from Tonto area,0.7,LOW,0.15,NOISE,False
2023-01-03 16:38:00,2023-01-03,HUMINT,INF-WES-564,West Singhbhum,Jareikela,Asset unable to confirm any suspicious movement near Goilkera,0.39,LOW,0.15,NOISE,False
2023-01-03 03:20:00,2023-01-03,HUMINT,AST-WES-847,West Singhbhum,Jareikela,Asset unable to confirm any suspicious movement near Goilkera,0.37,LOW,0.15,NOISE,False
2023-01-03 04:35:00,2023-01-03,HUMINT,INF-WES-931,West Singhbhum,Chaibasa,Villager reports hearing sounds in forest near Jareikela,0.42,LOW,0.15,NOISE,False
2023-01-03 18:32:00,2023-01-03,SIGINT,COM-WES-206,West Singhbhum,Goilkera,No significant signal activity in Chaibasa sector,0.68,LOW,0.15,NOISE,False
2023-01-03 21:53:00,2023-01-03,HUMINT,HUM-WES-723,West Singhbhum,Saranda,Unconfirmed report of strangers seen near Saranda,0.6,LOW,0.15,NOISE,False
2023-01-03 20:01:00,2023-01-03,HUMINT,SRC-WES-858,West Singhbhum,Chaibasa,Informant mentions routine activity in Saranda area,0.48,LOW,0.15,NOISE,False
2023-01-03 04:10:00,2023-01-03,PATROL,PTL-WES-153,West Singhbhum,Tonto,Area domination in Jareikela sector completed without incident,0.56,LOW,0.15,NOISE,False
2023-01-03 13:07:00,2023-01-03,HUMINT,HUM-WES-453,West Singhbhum,Saranda,Source reports no unusual activity in Jareikela,0.34,LOW,0.15,NOISE,False
2023-01-03 04:48:00,2023-01-03,PATROL,ROP-WES-885,West Singhbhum,Saranda,Road opening party cleared Saranda route - normal,0.2,MEDIUM,0.15,NOISE,False
2023-01-03 12:55:00,2023-01-03,HUMINT,INF-WES-173,West Singhbhum,Chaibasa,Source reports no unusual activity in Jareikela,0.45,LOW,0.15,NOISE,False
2023-01-03 19:29:00,2023-01-03,SIGINT,COM-WES-275,West Singhbhum,Saranda,Routine communication intercepted from Saranda area,0.34,LOW,0.15,NOISE,False
2023-01-03 05:04:00,2023-01-03,HUMINT,SRC-WES-441,West Singhbhum,Tonto,Villager reports hearing sounds in forest near Jareikela,0.64,LOW,0.15,NOISE,False
2023-01-03 04:48:00,2023-01-03,PATROL,ROP-WES-716,West Singhbhum,Chaibasa,Routine patrol in Saranda - no incidents,0.25,MEDIUM,0.15,NOISE,False
2023-01-03 09:50:00,2023-01-03,HUMINT,AST-WES-746,West Singhbhum,Saranda,Source reports no unusual activity in Jareikela,0.28,HIGH,0.15,NOISE,False
2023-01-03 19:32:00,2023-01-03,SIGINT,SIG-WES-729,West Singhbhum,Jareikela,Routine communication intercepted from Saranda area,0.38,MEDIUM,0.15,NOISE,False
2023-01-03 03:51:00,2023-01-03,SIGINT,SIG-WES-561,West Singhbhum,Saranda,Standard civilian traffic patterns in Chaibasa,0.5,LOW,0.15,NOISE,False
2023-01-03 09:24:00,2023-01-03,OSINT,MED-WES-481,West Singhbhum,Jareikela,Routine weather updates for Goilkera region,0.46,LOW,0.15,NOISE,False
2023-01-03 02:37:00,2023-01-03,PATROL,ROP-WES-441,West Singhbhum,Goilkera,Routine patrol in Saranda - no incidents,0.34,LOW,0.15,NOISE,False
2023-01-03 04:42:00,2023-01-03,OSINT,MED-WES-932,West Singhbhum,Tonto,Routine weather updates for Jareikela region,0.48,LOW,0.15,NOISE,False
2023-01-03 07:08:00,2023-01-03,HUMINT,AST-WES-296,West Singhbhum,Goilkera,Asset unable to confirm any suspicious movement near Saranda,0.68,MEDIUM,0.15,NOISE,False
2023-01-03 22:49:00,2023-01-03,HUMINT,SRC-WES-951,West Singhbhum,Tonto,Unconfirmed report of strangers seen near Tonto,0.5,MEDIUM,0.15,NOISE,False
2023-01-03 17:15:00,2023-01-03,PATROL,DOM-WES-339,West Singhbhum,Saranda,Area domination in Chaibasa sector completed without incident,0.51,LOW,0.15,NOISE,False
2023-01-03 06:51:00,2023-01-03,OSINT,SOC-WES-936,West Singhbhum,Tonto,General news about development activities in Saranda,0.45,LOW,0.15,NOISE,False
2023-01-03 04:53:00,2023-01-03,HUMINT,AST-WES-625,West Singhbhum,Jareikela,Source reports no unusual activity in Saranda,0.24,MEDIUM,0.15,NOISE,False
2023-01-03 07:01:00,2023-01-03,HUMINT,HUM-WES-483,West Singhbhum,Saranda,Contact claims dismantled IED found in Bijapur (false),0.6,MEDIUM,0.15,DECEPTION,False
2023-01-03 22:30:00,2023-01-03,OSINT,SOC-WES-877,West Singhbhum,Jareikela,Routine weather updates for Saranda region,0.66,LOW,0.15,NOISE,False
2023-01-03 07:26:00,2023-01-03,PATROL,PTL-WES-148,West Singhbhum,Tonto,Routine patrol in Saranda - no incidents,0.59,MEDIUM,0.15,NOISE,False
2023-01-03 18:26:00,2023-01-03,SIGINT,COM-WES-346,West Singhbhum,Goilkera,No significant signal activity in Tonto sector,0.35,HIGH,0.15,NOISE,False
2023-01-03 00:22:00,2023-01-03,PATROL,QRT-WES-865,West Singhbhum,Chaibasa,Unusual vehicle markings observed on Chaibasa road,0.82,LOW,0.15,TRUE_SIGNAL,False
2023-01-03 21:29:00,2023-01-03,HUMINT,SRC-WES-950,West Singhbhum,Jareikela,Unconfirmed report of strangers seen near Tonto,0.47,LOW,0.15,NOISE,False
2023-01-03 16:25:00,2023-01-03,PATROL,QRT-WES-417,West Singhbhum,Tonto,Routine patrol in Jareikela - no incidents,0.6,LOW,0.15,NOISE,False
2023-01-03 23:28:00,2023-01-03,SIGINT,ELT-WES-509,West Singhbhum,Jareikela,Communication pattern shows coordination between Saranda groups,0.7,LOW,0.15,TRUE_SIGNAL,False
2023-01-03 09:20:00,2023-01-03,HUMINT,SRC-WES-658,West Singhbhum,Chaibasa,Source reports no unusual activity in Saranda,0.24,LOW,0.15,NOISE,False
2023-01-03 13:17:00,2023-01-03,HUMINT,INF-WES-729,West Singhbhum,Chaibasa,Informant mentions routine activity in Jareikela area,0.42,LOW,0.15,NOISE,False
2023-01-03 12:36:00,2023-01-03,HUMINT,INF-WES-470,West Singhbhum,Chaibasa,Informant mentions routine activity in Tonto area,0.22,HIGH,0.15,NOISE,False
2023-01-04 03:01:00,2023-01-04,PATROL,QRT-WES-355,West Singhbhum,Goilkera,Area domination in Saranda sector completed without incident,0.46,MEDIUM,0.25,NOISE,False
2023-01-04 03:08:00,2023-01-04,SIGINT,ELT-WES-304,West Singhbhum,Chaibasa,Standard civilian traffic patterns in Chaibasa,0.31,LOW,0.25,NOISE,False
2023-01-04 05:45:00,2023-01-04,SIGINT,COM-WES-971,West Singhbhum,Goilkera,No significant signal activity in Chaibasa sector,0.47,MEDIUM,0.25,NOISE,False
2023-01-04 17:08:00,2023-01-04,PATROL,DOM-WES-922,West Singhbhum,Tonto,Routine patrol in Goilkera - no incidents,0.38,LOW,0.25,NOISE,False
2023-01-04 14:43:00,2023-01-04,OSINT,OSI-WES-560,West Singhbhum,Tonto,WhatsApp forward warns of 'danger' on Jareikela road,0.64,MEDIUM,0.25,TRUE_SIGNAL,False
2023-01-04 04:19:00,2023-01-04,HUMINT,HUM-WES-630,West Singhbhum,Goilkera,Asset unable to confirm any suspicious movement near Tonto,0.45,LOW,0.25,NOISE,False
2023-01-04 09:39:00,2023-01-04,HUMINT,SRC-WES-740,West Singhbhum,Tonto,Informant reports all clear in Saranda - safe to proceed,0.65,LOW,0.25,DECEPTION,False
2023-01-04 18:16:00,2023-01-04,HUMINT,HUM-WES-756,West Singhbhum,Goilkera,Asset unable to confirm any suspicious movement near Tonto,0.61,HIGH,0.25,NOISE,False
2023-01-04 14:04:00,2023-01-04,PATROL,DOM-WES-404,West Singhbhum,Chaibasa,Road opening party cleared Chaibasa route - normal,0.44,LOW,0.25,NOISE,False
2023-01-04 04:48:00,2023-01-04,HUMINT,INF-WES-508,West Singhbhum,Saranda,Source reports no unusual activity in Goilkera,0.63,MEDIUM,0.25,NOISE,False
2023-01-04 19:26:00,2023-01-04,SIGINT,ELT-WES-984,West Singhbhum,Goilkera,Communication pattern shows coordination between Jareikela groups,0.65,HIGH,0.25,TRUE_SIGNAL,False
2023-01-04 00:05:00,2023-01-04,OSINT,MED-WES-609,West Singhbhum,Jareikela,Social media discusses local politics in Tonto,0.7,LOW,0.25,NOISE,False
2023-01-04 17:00:00,2023-01-04,SIGINT,ELT-WES-392,West Singhbhum,Chaibasa,Deliberate disinformation broadcast about Narayanpur,0.6,LOW,0.25,DECEPTION,False
2023-01-04 09:04:00,2023-01-04,SIGINT,COM-WES-666,West Singhbhum,Jareikela,Standard civilian traffic patterns in Saranda,0.23,LOW,0.25,NOISE,False
2023-01-04 04:12:00,2023-01-04,SIGINT,COM-WES-873,West Singhbhum,Tonto,No significant signal activity in Tonto sector,0.39,LOW,0.25,NOISE,False
2023-01-04 19:20:00,2023-01-04,SIGINT,INT-WES-435,West Singhbhum,Goilkera,Routine communication intercepted from Chaibasa area,0.46,MEDIUM,0.25,NOISE,False
2023-01-04 03:26:00,2023-01-04,SIGINT,COM-WES-789,West Singhbhum,Tonto,No significant signal activity in Tonto sector,0.44,HIGH,0.25,NOISE,False
2023-01-04 21:15:00,2023-01-04,HUMINT,AST-WES-251,West Singhbhum,Chaibasa,Unconfirmed report of strangers seen near Tonto,0.49,MEDIUM,0.25,NOISE,False
2023-01-04 23:46:00,2023-01-04,SIGINT,ELT-WES-993,West Singhbhum,Chaibasa,Routine communication intercepted from Chaibasa area,0.41,MEDIUM,0.25,NOISE,False
2023-01-04 11:43:00,2023-01-04,PATROL,QRT-WES-659,West Singhbhum,Saranda,Road opening party cleared Saranda route - normal,0.68,LOW,0.25,NOISE,False
2023-01-04 15:22:00,2023-01-04,PATROL,DOM-WES-424,West Singhbhum,Tonto,Routine patrol in Saranda - no incidents,0.55,LOW,0.25,NOISE,False
2023-01-04 01:18:00,2023-01-04,OSINT,SOC-WES-397,West Singhbhum,Chaibasa,Social media discusses local politics in Saranda,0.61,LOW,0.25,NOISE,False
2023-01-04 01:42:00,2023-01-04,HUMINT,SRC-WES-348,West Singhbhum,Tonto,Informant mentions routine activity in Jareikela area,0.27,LOW,0.25,NOISE,False
2023-01-04 20:59:00,2023-01-04,HUMINT,SRC-WES-516,West Singhbhum,Jareikela,Unconfirmed report of strangers seen near Jareikela,0.54,MEDIUM,0.25,NOISE,False
2023-01-04 13:56:00,2023-01-04,SIGINT,SIG-WES-279,West Singhbhum,Goilkera,No significant signal activity in Saranda sector,0.53,MEDIUM,0.25,NOISE,False
2023-01-04 09:29:00,2023-01-04,OSINT,OSI-WES-443,West Singhbhum,Tonto,WhatsApp forward warns of 'danger' on Jareikela road,0.6,LOW,0.25,TRUE_SIGNAL,False
2023-01-04 05:00:00,2023-01-04,SIGINT,COM-WES-835,West Singhbhum,Saranda,Routine communication intercepted from Tonto area,0.37,LOW,0.25,NOISE,False
2023-01-04 10:59:00,2023-01-04,PATROL,ROP-WES-588,West Singhbhum,Goilkera,Routine patrol in Goilkera - no incidents,0.4,HIGH,0.25,NOISE,False
2023-01-04 03:29:00,2023-01-04,HUMINT,HUM-WES-783,West Singhbhum,Saranda,Source reports no unusual activity in Saranda,0.53,LOW,0.25,NOISE,False
2023-01-04 19:23:00,2023-01-04,HUMINT,AST-WES-865,West Singhbhum,Jareikela,Informant mentions routine activity in Chaibasa area,0.68,LOW,0.25,NOISE,False
2023-01-04 17:57:00,2023-01-04,PATROL,PTL-WES-163,West Singhbhum,Tonto,Road opening party cleared Goilkera route - normal,0.46,MEDIUM,0.25,NOISE,False
2023-01-04 04:32:00,2023-01-04,HUMINT,HUM-WES-564,West Singhbhum,Jareikela,Villager reports hearing sounds in forest near Saranda,0.25,LOW,0.25,NOISE,False
2023-01-04 11:44:00,2023-01-04,SIGINT,SIG-WES-533,West Singhbhum,Chaibasa,Encrypted traffic spike from known Maoist frequency in Saranda,0.86,LOW,0.25,TRUE_SIGNAL,False
2023-01-04 12:28:00,2023-01-04,SIGINT,ELT-WES-483,West Singhbhum,Jareikela,Increased radio chatter detected in Jareikela sector,0.87,LOW,0.25,TRUE_SIGNAL,False
2023-01-04 07:53:00,2023-01-04,SIGINT,INT-WES-845,West Singhbhum,Chaibasa,Standard civilian traffic patterns in Tonto,0.29,LOW,0.25,NOISE,False
2023-01-04 23:48:00,2023-01-04,PATROL,QRT-WES-293,West Singhbhum,Chaibasa,Patrol reports area is clear near Tonto (compromised info),0.5,MEDIUM,0.25,DECEPTION,False
2023-01-04 23:02:00,2023-01-04,HUMINT,HUM-WES-350,West Singhbhum,Jareikela,Asset unable to confirm any suspicious movement near Chaibasa,0.5,LOW,0.25,NOISE,False
2023-01-04 09:17:00,2023-01-04,SIGINT,INT-WES-523,West Singhbhum,Chaibasa,Routine communication intercepted from Goilkera area,0.32,LOW,0.25,NOISE,False
2023-01-04 16:20:00,2023-01-04,SIGINT,ELT-WES-904,West Singhbhum,Jareikela,Standard civilian traffic patterns in Goilkera,0.69,LOW,0.25,NOISE,False
2023-01-04 17:26:00,2023-01-04,SIGINT,ELT-WES-159,West Singhbhum,Jareikela,Routine communication intercepted from Tonto area,0.63,MEDIUM,0.25,NOISE,False
2023-01-04 08:24:00,2023-01-04,SIGINT,INT-WES-152,West Singhbhum,Tonto,Communication pattern shows coordination between Saranda groups,0.9,HIGH,0.25,TRUE_SIGNAL,False
2023-01-04 23:07:00,2023-01-04,PATROL,ROP-WES-294,West Singhbhum,Jareikela,Routine patrol in Tonto - no incidents,0.35,LOW,0.25,NOISE,False
